uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,conn_state,orig_ip_bytes,resp_ip_bytes,is_malicious,rtt,query,answers,TTLs,version,server_name,resumed,next_protocol,established,cert_chain_fuids,trans_depth,host,uri,request_body_len,response_body_len,status_code,status_msg,resp_fuids,fuid,tx_hosts,rx_hosts,source,analyzers,is_orig,seen_bytes,total_bytes,certificate.serial,certificate.issuer,certificate.key_alg,certificate.valid_duration
6,1,60710,40,53,2,0.009136,6,70,86,1,0.009136,31,8,24,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
98,0,3,0,4,0,30.0226,0,3456,0,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
52,1,41732,22,443,1,241.29383,6,5891,5363,1,,46,43,58,1,30,0,2,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
185,1,41734,22,443,1,240.329764,6,3349,5670,1,,46,43,58,1,30,0,2,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
90,1,16281,40,53,2,0.009862,6,70,86,1,0.009862,31,8,25,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
14,1,55510,18,443,1,300.07332,2,2013,2113,1,,46,43,58,1,1,1,2,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
188,1,44132,24,443,1,300.061333,2,15994,3127,1,,46,43,58,1,2,1,2,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
160,2,5228,0,57736,1,0.027073,0,446,90,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
118,1,44670,12,443,1,0.050654,0,135,135,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
155,1,38796,2,443,1,0.188805,6,1400,1218,1,,46,43,58,0,32,1,1,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
203,1,54094,28,443,1,0.186258,6,1455,1900,1,,46,43,58,1,18,1,2,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
186,1,1075,40,53,2,0.009263,6,64,80,1,0.009263,18,12,54,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
89,2,5228,0,57736,1,0.020068,0,128,78,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
176,1,54090,28,443,1,60.009351,6,2729,2710,1,,46,43,58,1,18,1,2,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
158,1,62139,40,53,2,0.000865,6,61,148,1,0.000865,8,41,8,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
131,0,3,0,4,0,,0,576,0,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
183,1,41360,3,443,1,300.203017,6,7337,3017,1,,46,43,58,0,8,1,0,1,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
123,1,47850,7,8000,1,1808.665546,2,9156,7874,1,,46,43,58,3,43,2,2,2,20,1.0,0,7,0.0,0.0,101.0,2,18,70,18,2,2,2,2,,,12,5,2,
116,1,57736,39,5228,1,0.063148,0,132,130,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
112,1,44670,12,443,1,0.233831,0,0,420,1,,46,43,58,3,43,2,2,2,20,,3,11,,,,3,18,70,18,2,2,2,2,,,12,5,2,
